horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,time,elapsed_time,progress
3,シュガークン,2,先行,1640.71,9,1.22,14.808,52.467,61.843,62.755,62.654,-1.0,-1.25,0.381,0.0,0.0,0.0,-0.669,0.7,0.849,0.838,0.118,0.573,1.0,57.331,106.808,106.808,0.7525
18,ミステリーウェイ,8,先行,1638.368,10,7.0,17.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.381,0.0,0.0,0.0,-0.375,0.7,0.786,0.787,0.0,0.547,1.0,54.75,106.808,106.808,0.7525
1,ダノンデサイル,1,差し,1630.809,11,0.67,24.709,79.175,85.766,91.14,88.858,0.9,1.081,0.381,0.0,0.0,0.0,-0.57,0.7,0.504,0.49,0.875,0.757,1.0,75.688,106.808,106.808,0.7525
15,マイユニバース,7,差し,1625.215,12,6.67,30.303,70.558,80.631,87.338,84.515,0.573,0.618,0.381,0.0,0.0,0.0,-0.769,0.7,0.592,0.592,0.512,0.683,1.0,68.346,106.808,106.808,0.7525
13,シェイクユアハート,7,差し,1620.066,13,6.67,35.452,67.357,78.592,85.989,82.377,0.457,0.39,0.381,0.0,0.0,0.0,-0.56,0.7,0.364,0.368,0.65,0.66,1.0,66.042,106.808,106.808,0.7525
10,ジューンテイク,5,差し,1619.184,14,4.45,36.334,67.114,73.771,79.136,77.483,-0.132,-0.132,0.381,0.0,0.0,0.0,0.361,0.7,0.524,0.549,0.278,0.697,1.0,69.684,106.808,106.808,0.7525
14,スティンガーグラス,7,差し,1618.779,15,6.45,36.739,61.121,77.264,85.596,81.585,0.424,0.306,0.381,0.0,0.0,0.0,-0.042,0.7,0.355,0.406,0.577,0.563,1.0,56.321,106.808,106.808,0.7525
11,シンエンペラー,6,差し,1613.143,16,5.67,42.375,54.86,73.209,81.503,78.732,0.072,0.001,0.381,0.0,0.0,0.0,-0.07,0.7,0.541,0.531,0.205,0.643,1.0,64.317,106.808,106.808,0.7525
8,タガノデュード,4,追込,1608.852,17,3.65,46.666,71.2,81.806,88.626,85.856,0.684,0.761,0.381,0.0,0.0,0.0,0.22,0.7,0.129,0.145,0.993,0.697,1.0,69.652,106.808,106.808,0.7525
6,ビザンチンドリーム,3,追込,1590.0,18,2.65,65.518,58.422,76.695,85.182,81.047,0.388,0.248,0.381,0.0,0.0,0.0,0.338,0.7,0.145,0.137,0.677,0.571,1.0,57.07,106.808,106.808,0.7525
16,メイショウタバル,8,逃げ,1662.876,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.39,0.0,0.0,0.0429,0.227,0.7,0.911,0.911,0.04,0.738,1.0,73.79,107.282,107.282,0.7559
5,クロワデュノール,3,先行,1660.476,2,2.22,2.4,84.154,89.408,93.784,91.84,1.0,1.25,0.39,0.0,0.0,0.0,-0.074,0.7,0.659,0.683,0.465,0.796,1.0,79.599,107.282,107.282,0.7559
2,ミュージアムマイル,1,先行,1658.013,3,0.0,4.863,73.195,82.272,88.292,85.626,0.655,0.737,0.39,0.0,0.0,0.0,0.579,0.7,0.425,0.425,0.719,0.695,1.0,69.454,107.282,107.282,0.7559
12,マイネルエンペラー,6,逃げ,1657.931,4,5.0,4.945,52.086,66.306,69.937,69.574,-0.922,-0.975,0.39,0.0,0.0,0.0404,0.09,0.7,0.562,0.562,0.107,0.595,1.0,59.477,107.282,107.282,0.7559
17,レガレイラ,8,先行,1655.991,5,7.0,6.885,68.507,79.338,86.312,83.416,0.485,0.501,0.39,0.0,0.0,0.0,0.713,0.7,0.34,0.314,0.719,0.671,1.0,67.084,107.282,107.282,0.7559
4,ミクニインスパイア,2,先行,1652.855,6,1.0,10.021,62.769,75.093,80.598,78.197,-0.006,-0.056,0.39,0.0,0.0,0.0,0.142,0.7,0.627,0.67,0.291,0.63,1.0,62.999,107.282,107.282,0.7559
9,コスモキュランダ,5,先行,1652.423,7,4.22,10.453,64.219,71.241,72.936,73.106,-0.665,-0.598,0.39,0.0,0.0,0.0,-0.541,0.7,0.818,0.81,0.0,0.702,1.0,70.213,107.282,107.282,0.7559
7,ファミリータイム,4,先行,1651.875,8,3.22,11.001,60.592,73.6,79.145,76.604,-0.131,-0.225,0.39,0.0,0.0,0.0,-0.623,0.7,0.723,0.723,0.183,0.607,1.0,60.662,107.282,107.282,0.7559
3,シュガークン,2,先行,1648.068,9,1.22,14.808,52.467,61.843,62.755,62.654,-1.0,-1.25,0.39,0.0,0.0,0.0,-0.669,0.7,0.849,0.838,0.118,0.573,1.0,57.331,107.282,107.282,0.7559
18,ミステリーウェイ,8,先行,1645.726,10,7.0,17.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.39,0.0,0.0,0.0,-0.375,0.7,0.786,0.787,0.0,0.547,1.0,54.75,107.282,107.282,0.7559
1,ダノンデサイル,1,差し,1638.167,11,0.67,24.709,79.175,85.766,91.14,88.858,0.9,1.081,0.39,0.0,0.0,0.0,-0.57,0.7,0.504,0.49,0.875,0.757,1.0,75.688,107.282,107.282,0.7559
15,マイユニバース,7,差し,1632.573,12,6.67,30.303,70.558,80.631,87.338,84.515,0.573,0.618,0.39,0.0,0.0,0.0,-0.769,0.7,0.592,0.592,0.512,0.683,1.0,68.346,107.282,107.282,0.7559
13,シェイクユアハート,7,差し,1627.424,13,6.67,35.452,67.357,78.592,85.989,82.377,0.457,0.39,0.39,0.0,0.0,0.0,-0.56,0.7,0.364,0.368,0.65,0.66,1.0,66.042,107.282,107.282,0.7559
10,ジューンテイク,5,差し,1626.542,14,4.45,36.334,67.114,73.771,79.136,77.483,-0.132,-0.132,0.39,0.0,0.0,0.0,0.361,0.7,0.524,0.549,0.278,0.697,1.0,69.684,107.282,107.282,0.7559
14,スティンガーグラス,7,差し,1626.137,15,6.45,36.739,61.121,77.264,85.596,81.585,0.424,0.306,0.39,0.0,0.0,0.0,-0.042,0.7,0.355,0.406,0.577,0.563,1.0,56.321,107.282,107.282,0.7559
11,シンエンペラー,6,差し,1620.501,16,5.67,42.375,54.86,73.209,81.503,78.732,0.072,0.001,0.39,0.0,0.0,0.0,-0.07,0.7,0.541,0.531,0.205,0.643,1.0,64.317,107.282,107.282,0.7559
8,タガノデュード,4,追込,1616.21,17,3.65,46.666,71.2,81.806,88.626,85.856,0.684,0.761,0.39,0.0,0.0,0.0,0.22,0.7,0.129,0.145,0.993,0.697,1.0,69.652,107.282,107.282,0.7559
6,ビザンチンドリーム,3,追込,1597.358,18,2.65,65.518,58.422,76.695,85.182,81.047,0.388,0.248,0.39,0.0,0.0,0.0,0.338,0.7,0.145,0.137,0.677,0.571,1.0,57.07,107.282,107.282,0.7559
16,メイショウタバル,8,逃げ,1670.234,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.398,0.0,0.0,0.0429,0.227,0.7,0.911,0.911,0.04,0.738,1.0,73.79,107.757,107.757,0.7592
5,クロワデュノール,3,先行,1667.834,2,2.22,2.4,84.154,89.408,93.784,91.84,1.0,1.25,0.398,0.0,0.0,0.0,-0.074,0.7,0.659,0.683,0.465,0.796,1.0,79.599,107.757,107.757,0.7592
2,ミュージアムマイル,1,先行,1665.371,3,0.0,4.863,73.195,82.272,88.292,85.626,0.655,0.737,0.398,0.0,0.0,0.0,0.579,0.7,0.425,0.425,0.719,0.695,1.0,69.454,107.757,107.757,0.7592
12,マイネルエンペラー,6,逃げ,1665.289,4,5.0,4.945,52.086,66.306,69.937,69.574,-0.922,-0.975,0.398,0.0,0.0,0.0404,0.09,0.7,0.562,0.562,0.107,0.595,1.0,59.477,107.757,107.757,0.7592
17,レガレイラ,8,先行,1663.349,5,7.0,6.885,68.507,79.338,86.312,83.416,0.485,0.501,0.398,0.0,0.0,0.0,0.713,0.7,0.34,0.314,0.719,0.671,1.0,67.084,107.757,107.757,0.7592
4,ミクニインスパイア,2,先行,1660.213,6,1.0,10.021,62.769,75.093,80.598,78.197,-0.006,-0.056,0.398,0.0,0.0,0.0,0.142,0.7,0.627,0.67,0.291,0.63,1.0,62.999,107.757,107.757,0.7592
9,コスモキュランダ,5,先行,1659.781,7,4.22,10.453,64.219,71.241,72.936,73.106,-0.665,-0.598,0.398,0.0,0.0,0.0,-0.541,0.7,0.818,0.81,0.0,0.702,1.0,70.213,107.757,107.757,0.7592
7,ファミリータイム,4,先行,1659.233,8,3.22,11.001,60.592,73.6,79.145,76.604,-0.131,-0.225,0.398,0.0,0.0,0.0,-0.623,0.7,0.723,0.723,0.183,0.607,1.0,60.662,107.757,107.757,0.7592
3,シュガークン,2,先行,1655.426,9,1.22,14.808,52.467,61.843,62.755,62.654,-1.0,-1.25,0.398,0.0,0.0,0.0,-0.669,0.7,0.849,0.838,0.118,0.573,1.0,57.331,107.757,107.757,0.7592
18,ミステリーウェイ,8,先行,1653.084,10,7.0,17.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.398,0.0,0.0,0.0,-0.375,0.7,0.786,0.787,0.0,0.547,1.0,54.75,107.757,107.757,0.7592
1,ダノンデサイル,1,差し,1645.525,11,0.67,24.709,79.175,85.766,91.14,88.858,0.9,1.081,0.398,0.0,0.0,0.0,-0.57,0.7,0.504,0.49,0.875,0.757,1.0,75.688,107.757,107.757,0.7592
15,マイユニバース,7,差し,1639.931,12,6.67,30.303,70.558,80.631,87.338,84.515,0.573,0.618,0.398,0.0,0.0,0.0,-0.769,0.7,0.592,0.592,0.512,0.683,1.0,68.346,107.757,107.757,0.7592
13,シェイクユアハート,7,差し,1634.782,13,6.67,35.452,67.357,78.592,85.989,82.377,0.457,0.39,0.398,0.0,0.0,0.0,-0.56,0.7,0.364,0.368,0.65,0.66,1.0,66.042,107.757,107.757,0.7592
10,ジューンテイク,5,差し,1633.9,14,4.45,36.334,67.114,73.771,79.136,77.483,-0.132,-0.132,0.398,0.0,0.0,0.0,0.361,0.7,0.524,0.549,0.278,0.697,1.0,69.684,107.757,107.757,0.7592
14,スティンガーグラス,7,差し,1633.495,15,6.45,36.739,61.121,77.264,85.596,81.585,0.424,0.306,0.398,0.0,0.0,0.0,-0.042,0.7,0.355,0.406,0.577,0.563,1.0,56.321,107.757,107.757,0.7592
11,シンエンペラー,6,差し,1627.859,16,5.67,42.375,54.86,73.209,81.503,78.732,0.072,0.001,0.398,0.0,0.0,0.0,-0.07,0.7,0.541,0.531,0.205,0.643,1.0,64.317,107.757,107.757,0.7592
8,タガノデュード,4,追込,1623.568,17,3.65,46.666,71.2,81.806,88.626,85.856,0.684,0.761,0.398,0.0,0.0,0.0,0.22,0.7,0.129,0.145,0.993,0.697,1.0,69.652,107.757,107.757,0.7592
6,ビザンチンドリーム,3,追込,1604.716,18,2.65,65.518,58.422,76.695,85.182,81.047,0.388,0.248,0.398,0.0,0.0,0.0,0.338,0.7,0.145,0.137,0.677,0.571,1.0,57.07,107.757,107.757,0.7592
16,メイショウタバル,8,逃げ,1677.592,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.406,0.0,0.0,0.0429,0.227,0.7,0.911,0.911,0.04,0.738,1.0,73.79,108.232,108.232,0.7625
5,クロワデュノール,3,先行,1675.192,2,2.22,2.4,84.154,89.408,93.784,91.84,1.0,1.25,0.406,0.0,0.0,0.0,-0.074,0.7,0.659,0.683,0.465,0.796,1.0,79.599,108.232,108.232,0.7625
2,ミュージアムマイル,1,先行,1672.729,3,0.0,4.863,73.195,82.272,88.292,85.626,0.655,0.737,0.406,0.0,0.0,0.0,0.579,0.7,0.425,0.425,0.719,0.695,1.0,69.454,108.232,108.232,0.7625
12,マイネルエンペラー,6,逃げ,1672.647,4,5.0,4.945,52.086,66.306,69.937,69.574,-0.922,-0.975,0.406,0.0,0.0,0.0404,0.09,0.7,0.562,0.562,0.107,0.595,1.0,59.477,108.232,108.232,0.7625
17,レガレイラ,8,先行,1670.707,5,7.0,6.885,68.507,79.338,86.312,83.416,0.485,0.501,0.406,0.0,0.0,0.0,0.713,0.7,0.34,0.314,0.719,0.671,1.0,67.084,108.232,108.232,0.7625
4,ミクニインスパイア,2,先行,1667.571,6,1.0,10.021,62.769,75.093,80.598,78.197,-0.006,-0.056,0.406,0.0,0.0,0.0,0.142,0.7,0.627,0.67,0.291,0.63,1.0,62.999,108.232,108.232,0.7625
9,コスモキュランダ,5,先行,1667.139,7,4.22,10.453,64.219,71.241,72.936,73.106,-0.665,-0.598,0.406,0.0,0.0,0.0,-0.541,0.7,0.818,0.81,0.0,0.702,1.0,70.213,108.232,108.232,0.7625
7,ファミリータイム,4,先行,1666.591,8,3.22,11.001,60.592,73.6,79.145,76.604,-0.131,-0.225,0.406,0.0,0.0,0.0,-0.623,0.7,0.723,0.723,0.183,0.607,1.0,60.662,108.232,108.232,0.7625
3,シュガークン,2,先行,1662.784,9,1.22,14.808,52.467,61.843,62.755,62.654,-1.0,-1.25,0.406,0.0,0.0,0.0,-0.669,0.7,0.849,0.838,0.118,0.573,1.0,57.331,108.232,108.232,0.7625
18,ミステリーウェイ,8,先行,1660.442,10,7.0,17.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.406,0.0,0.0,0.0,-0.375,0.7,0.786,0.787,0.0,0.547,1.0,54.75,108.232,108.232,0.7625
1,ダノンデサイル,1,差し,1652.883,11,0.67,24.709,79.175,85.766,91.14,88.858,0.9,1.081,0.406,0.0,0.0,0.0,-0.57,0.7,0.504,0.49,0.875,0.757,1.0,75.688,108.232,108.232,0.7625
15,マイユニバース,7,差し,1647.289,12,6.67,30.303,70.558,80.631,87.338,84.515,0.573,0.618,0.406,0.0,0.0,0.0,-0.769,0.7,0.592,0.592,0.512,0.683,1.0,68.346,108.232,108.232,0.7625
13,シェイクユアハート,7,差し,1642.14,13,6.67,35.452,67.357,78.592,85.989,82.377,0.457,0.39,0.406,0.0,0.0,0.0,-0.56,0.7,0.364,0.368,0.65,0.66,1.0,66.042,108.232,108.232,0.7625
10,ジューンテイク,5,差し,1641.258,14,4.45,36.334,67.114,73.771,79.136,77.483,-0.132,-0.132,0.406,0.0,0.0,0.0,0.361,0.7,0.524,0.549,0.278,0.697,1.0,69.684,108.232,108.232,0.7625
14,スティンガーグラス,7,差し,1640.853,15,6.45,36.739,61.121,77.264,85.596,81.585,0.424,0.306,0.406,0.0,0.0,0.0,-0.042,0.7,0.355,0.406,0.577,0.563,1.0,56.321,108.232,108.232,0.7625
11,シンエンペラー,6,差し,1635.217,16,5.67,42.375,54.86,73.209,81.503,78.732,0.072,0.001,0.406,0.0,0.0,0.0,-0.07,0.7,0.541,0.531,0.205,0.643,1.0,64.317,108.232,108.232,0.7625
8,タガノデュード,4,追込,1630.926,17,3.65,46.666,71.2,81.806,88.626,85.856,0.684,0.761,0.406,0.0,0.0,0.0,0.22,0.7,0.129,0.145,0.993,0.697,1.0,69.652,108.232,108.232,0.7625
6,ビザンチンドリーム,3,追込,1612.074,18,2.65,65.518,58.422,76.695,85.182,81.047,0.388,0.248,0.406,0.0,0.0,0.0,0.338,0.7,0.145,0.137,0.677,0.571,1.0,57.07,108.232,108.232,0.7625
16,メイショウタバル,8,逃げ,1684.95,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.415,0.0,0.0,0.0429,0.227,0.7,0.911,0.911,0.04,0.738,1.0,73.79,108.706,108.706,0.7659
5,クロワデュノール,3,先行,1682.55,2,2.22,2.4,84.154,89.408,93.784,91.84,1.0,1.25,0.415,0.0,0.0,0.0,-0.074,0.7,0.659,0.683,0.465,0.796,1.0,79.599,108.706,108.706,0.7659
2,ミュージアムマイル,1,先行,1680.087,3,0.0,4.863,73.195,82.272,88.292,85.626,0.655,0.737,0.415,0.0,0.0,0.0,0.579,0.7,0.425,0.425,0.719,0.695,1.0,69.454,108.706,108.706,0.7659
12,マイネルエンペラー,6,逃げ,1680.005,4,5.0,4.945,52.086,66.306,69.937,69.574,-0.922,-0.975,0.415,0.0,0.0,0.0404,0.09,0.7,0.562,0.562,0.107,0.595,1.0,59.477,108.706,108.706,0.7659
17,レガレイラ,8,先行,1678.065,5,7.0,6.885,68.507,79.338,86.312,83.416,0.485,0.501,0.415,0.0,0.0,0.0,0.713,0.7,0.34,0.314,0.719,0.671,1.0,67.084,108.706,108.706,0.7659
4,ミクニインスパイア,2,先行,1674.929,6,1.0,10.021,62.769,75.093,80.598,78.197,-0.006,-0.056,0.415,0.0,0.0,0.0,0.142,0.7,0.627,0.67,0.291,0.63,1.0,62.999,108.706,108.706,0.7659
9,コスモキュランダ,5,先行,1674.497,7,4.22,10.453,64.219,71.241,72.936,73.106,-0.665,-0.598,0.415,0.0,0.0,0.0,-0.541,0.7,0.818,0.81,0.0,0.702,1.0,70.213,108.706,108.706,0.7659
7,ファミリータイム,4,先行,1673.949,8,3.22,11.001,60.592,73.6,79.145,76.604,-0.131,-0.225,0.415,0.0,0.0,0.0,-0.623,0.7,0.723,0.723,0.183,0.607,1.0,60.662,108.706,108.706,0.7659
3,シュガークン,2,先行,1670.142,9,1.22,14.808,52.467,61.843,62.755,62.654,-1.0,-1.25,0.415,0.0,0.0,0.0,-0.669,0.7,0.849,0.838,0.118,0.573,1.0,57.331,108.706,108.706,0.7659
18,ミステリーウェイ,8,先行,1667.8,10,7.0,17.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.415,0.0,0.0,0.0,-0.375,0.7,0.786,0.787,0.0,0.547,1.0,54.75,108.706,108.706,0.7659
1,ダノンデサイル,1,差し,1660.241,11,0.67,24.709,79.175,85.766,91.14,88.858,0.9,1.081,0.415,0.0,0.0,0.0,-0.57,0.7,0.504,0.49,0.875,0.757,1.0,75.688,108.706,108.706,0.7659
15,マイユニバース,7,差し,1654.647,12,6.67,30.303,70.558,80.631,87.338,84.515,0.573,0.618,0.415,0.0,0.0,0.0,-0.769,0.7,0.592,0.592,0.512,0.683,1.0,68.346,108.706,108.706,0.7659
13,シェイクユアハート,7,差し,1649.498,13,6.67,35.452,67.357,78.592,85.989,82.377,0.457,0.39,0.415,0.0,0.0,0.0,-0.56,0.7,0.364,0.368,0.65,0.66,1.0,66.042,108.706,108.706,0.7659
10,ジューンテイク,5,差し,1648.616,14,4.45,36.334,67.114,73.771,79.136,77.483,-0.132,-0.132,0.415,0.0,0.0,0.0,0.361,0.7,0.524,0.549,0.278,0.697,1.0,69.684,108.706,108.706,0.7659
14,スティンガーグラス,7,差し,1648.211,15,6.45,36.739,61.121,77.264,85.596,81.585,0.424,0.306,0.415,0.0,0.0,0.0,-0.042,0.7,0.355,0.406,0.577,0.563,1.0,56.321,108.706,108.706,0.7659
11,シンエンペラー,6,差し,1642.575,16,5.67,42.375,54.86,73.209,81.503,78.732,0.072,0.001,0.415,0.0,0.0,0.0,-0.07,0.7,0.541,0.531,0.205,0.643,1.0,64.317,108.706,108.706,0.7659
8,タガノデュード,4,追込,1638.284,17,3.65,46.666,71.2,81.806,88.626,85.856,0.684,0.761,0.415,0.0,0.0,0.0,0.22,0.7,0.129,0.145,0.993,0.697,1.0,69.652,108.706,108.706,0.7659
6,ビザンチンドリーム,3,追込,1619.432,18,2.65,65.518,58.422,76.695,85.182,81.047,0.388,0.248,0.415,0.0,0.0,0.0,0.338,0.7,0.145,0.137,0.677,0.571,1.0,57.07,108.706,108.706,0.7659
16,メイショウタバル,8,逃げ,1692.308,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.423,0.0,0.0,0.0429,0.227,0.7,0.911,0.911,0.04,0.738,1.0,73.79,109.181,109.181,0.7692
5,クロワデュノール,3,先行,1689.908,2,2.22,2.4,84.154,89.408,93.784,91.84,1.0,1.25,0.423,0.0,0.0,0.0,-0.074,0.7,0.659,0.683,0.465,0.796,1.0,79.599,109.181,109.181,0.7692
2,ミュージアムマイル,1,先行,1687.445,3,0.0,4.863,73.195,82.272,88.292,85.626,0.655,0.737,0.423,0.0,0.0,0.0,0.579,0.7,0.425,0.425,0.719,0.695,1.0,69.454,109.181,109.181,0.7692
12,マイネルエンペラー,6,逃げ,1687.363,4,5.0,4.945,52.086,66.306,69.937,69.574,-0.922,-0.975,0.423,0.0,0.0,0.0404,0.09,0.7,0.562,0.562,0.107,0.595,1.0,59.477,109.181,109.181,0.7692
17,レガレイラ,8,先行,1685.423,5,7.0,6.885,68.507,79.338,86.312,83.416,0.485,0.501,0.423,0.0,0.0,0.0,0.713,0.7,0.34,0.314,0.719,0.671,1.0,67.084,109.181,109.181,0.7692
4,ミクニインスパイア,2,先行,1682.287,6,1.0,10.021,62.769,75.093,80.598,78.197,-0.006,-0.056,0.423,0.0,0.0,0.0,0.142,0.7,0.627,0.67,0.291,0.63,1.0,62.999,109.181,109.181,0.7692
9,コスモキュランダ,5,先行,1681.855,7,4.22,10.453,64.219,71.241,72.936,73.106,-0.665,-0.598,0.423,0.0,0.0,0.0,-0.541,0.7,0.818,0.81,0.0,0.702,1.0,70.213,109.181,109.181,0.7692
7,ファミリータイム,4,先行,1681.307,8,3.22,11.001,60.592,73.6,79.145,76.604,-0.131,-0.225,0.423,0.0,0.0,0.0,-0.623,0.7,0.723,0.723,0.183,0.607,1.0,60.662,109.181,109.181,0.7692
3,シュガークン,2,先行,1677.5,9,1.22,14.808,52.467,61.843,62.755,62.654,-1.0,-1.25,0.423,0.0,0.0,0.0,-0.669,0.7,0.849,0.838,0.118,0.573,1.0,57.331,109.181,109.181,0.7692
18,ミステリーウェイ,8,先行,1675.158,10,7.0,17.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.423,0.0,0.0,0.0,-0.375,0.7,0.786,0.787,0.0,0.547,1.0,54.75,109.181,109.181,0.7692
1,ダノンデサイル,1,差し,1667.599,11,0.67,24.709,79.175,85.766,91.14,88.858,0.9,1.081,0.423,0.0,0.0,0.0,-0.57,0.7,0.504,0.49,0.875,0.757,1.0,75.688,109.181,109.181,0.7692
15,マイユニバース,7,差し,1662.005,12,6.67,30.303,70.558,80.631,87.338,84.515,0.573,0.618,0.423,0.0,0.0,0.0,-0.769,0.7,0.592,0.592,0.512,0.683,1.0,68.346,109.181,109.181,0.7692
13,シェイクユアハート,7,差し,1656.856,13,6.67,35.452,67.357,78.592,85.989,82.377,0.457,0.39,0.423,0.0,0.0,0.0,-0.56,0.7,0.364,0.368,0.65,0.66,1.0,66.042,109.181,109.181,0.7692
10,ジューンテイク,5,差し,1655.974,14,4.45,36.334,67.114,73.771,79.136,77.483,-0.132,-0.132,0.423,0.0,0.0,0.0,0.361,0.7,0.524,0.549,0.278,0.697,1.0,69.684,109.181,109.181,0.7692
14,スティンガーグラス,7,差し,1655.569,15,6.45,36.739,61.121,77.264,85.596,81.585,0.424,0.306,0.423,0.0,0.0,0.0,-0.042,0.7,0.355,0.406,0.577,0.563,1.0,56.321,109.181,109.181,0.7692
11,シンエンペラー,6,差し,1649.933,16,5.67,42.375,54.86,73.209,81.503,78.732,0.072,0.001,0.423,0.0,0.0,0.0,-0.07,0.7,0.541,0.531,0.205,0.643,1.0,64.317,109.181,109.181,0.7692
8,タガノデュード,4,追込,1645.642,17,3.65,46.666,71.2,81.806,88.626,85.856,0.684,0.761,0.423,0.0,0.0,0.0,0.22,0.7,0.129,0.145,0.993,0.697,1.0,69.652,109.181,109.181,0.7692
6,ビザンチンドリーム,3,追込,1626.79,18,2.65,65.518,58.422,76.695,85.182,81.047,0.388,0.248,0.423,0.0,0.0,0.0,0.338,0.7,0.145,0.137,0.677,0.571,1.0,57.07,109.181,109.181,0.7692
16,メイショウタバル,8,逃げ,1699.666,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.431,0.0,0.0,0.0429,0.227,0.7,0.911,0.911,0.04,0.738,1.0,73.79,109.656,109.656,0.7726
5,クロワデュノール,3,先行,1697.266,2,2.22,2.4,84.154,89.408,93.784,91.84,1.0,1.25,0.431,0.0,0.0,0.0,-0.074,0.7,0.659,0.683,0.465,0.796,1.0,79.599,109.656,109.656,0.7726
2,ミュージアムマイル,1,先行,1694.803,3,0.0,4.863,73.195,82.272,88.292,85.626,0.655,0.737,0.431,0.0,0.0,0.0,0.579,0.7,0.425,0.425,0.719,0.695,1.0,69.454,109.656,109.656,0.7726
12,マイネルエンペラー,6,逃げ,1694.721,4,5.0,4.945,52.086,66.306,69.937,69.574,-0.922,-0.975,0.431,0.0,0.0,0.0404,0.09,0.7,0.562,0.562,0.107,0.595,1.0,59.477,109.656,109.656,0.7726
17,レガレイラ,8,先行,1692.781,5,7.0,6.885,68.507,79.338,86.312,83.416,0.485,0.501,0.431,0.0,0.0,0.0,0.713,0.7,0.34,0.314,0.719,0.671,1.0,67.084,109.656,109.656,0.7726
4,ミクニインスパイア,2,先行,1689.645,6,1.0,10.021,62.769,75.093,80.598,78.197,-0.006,-0.056,0.431,0.0,0.0,0.0,0.142,0.7,0.627,0.67,0.291,0.63,1.0,62.999,109.656,109.656,0.7726
9,コスモキュランダ,5,先行,1689.213,7,4.22,10.453,64.219,71.241,72.936,73.106,-0.665,-0.598,0.431,0.0,0.0,0.0,-0.541,0.7,0.818,0.81,0.0,0.702,1.0,70.213,109.656,109.656,0.7726
7,ファミリータイム,4,先行,1688.665,8,3.22,11.001,60.592,73.6,79.145,76.604,-0.131,-0.225,0.431,0.0,0.0,0.0,-0.623,0.7,0.723,0.723,0.183,0.607,1.0,60.662,109.656,109.656,0.7726
3,シュガークン,2,先行,1684.858,9,1.22,14.808,52.467,61.843,62.755,62.654,-1.0,-1.25,0.431,0.0,0.0,0.0,-0.669,0.7,0.849,0.838,0.118,0.573,1.0,57.331,109.656,109.656,0.7726
18,ミステリーウェイ,8,先行,1682.516,10,7.0,17.15,43.76,58.039,58.955,59.981,-1.0,-1.25,0.431,0.0,0.0,0.0,-0.375,0.7,0.786,0.787,0.0,0.547,1.0,54.75,109.656,109.656,0.7726
1,ダノンデサイル,1,差し,1674.957,11,0.67,24.709,79.175,85.766,91.14,88.858,0.9,1.081,0.431,0.0,0.0,0.0,-0.57,0.7,0.504,0.49,0.875,0.757,1.0,75.688,109.656,109.656,0.7726
15,マイユニバース,7,差し,1669.363,12,6.67,30.303,70.558,80.631,87.338,84.515,0.573,0.618,0.431,0.0,0.0,0.0,-0.769,0.7,0.592,0.592,0.512,0.683,1.0,68.346,109.656,109.656,0.7726
13,シェイクユアハート,7,差し,1664.214,13,6.67,35.452,67.357,78.592,85.989,82.377,0.457,0.39,0.431,0.0,0.0,0.0,-0.56,0.7,0.364,0.368,0.65,0.66,1.0,66.042,109.656,109.656,0.7726
10,ジューンテイク,5,差し,1663.332,14,4.45,36.334,67.114,73.771,79.136,77.483,-0.132,-0.132,0.431,0.0,0.0,0.0,0.361,0.7,0.524,0.549,0.278,0.697,1.0,69.684,109.656,109.656,0.7726
14,スティンガーグラス,7,差し,1662.927,15,6.45,36.739,61.121,77.264,85.596,81.585,0.424,0.306,0.431,0.0,0.0,0.0,-0.042,0.7,0.355,0.406,0.577,0.563,1.0,56.321,109.656,109.656,0.7726
11,シンエンペラー,6,差し,1657.291,16,5.67,42.375,54.86,73.209,81.503,78.732,0.072,0.001,0.431,0.0,0.0,0.0,-0.07,0.7,0.541,0.531,0.205,0.643,1.0,64.317,109.656,109.656,0.7726
8,タガノデュード,4,追込,1653.0,17,3.65,46.666,71.2,81.806,88.626,85.856,0.684,0.761,0.431,0.0,0.0,0.0,0.22,0.7,0.129,0.145,0.993,0.697,1.0,69.652,109.656,109.656,0.7726
